SMILES,Activity_type,Activity_value,Activity_unit
Cc1cc(cc(=O)n1CC[C@](C)(C(=O)NO)S(C)(=O)=O)-c1ccccc1,IC50,22,nM
CC(CO)(OCc1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,22,nM
ONC(=O)C1(CCSCC1)NC(=O)c1ccc(cc1)C#Cc1ccccc1,IC50,22,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(C(=O)O)cc3)cc2)on1,IC50,22.2,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCS(=O)(=O)CC4)cc3)cc2)on1,IC50,22.2,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CC(O)C4)nc3)cc2)on1,IC50,22.3,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(C(=O)CCCO)nc2)cc3)on4,IC50,22.6,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CO)cc3)cc2)on1,IC50,23,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)C#Cc1ccc(cc1)N1CCNCC1)C(=O)NO,IC50,23,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3cccc(CCC(=O)O)c3)cc2)on1,IC50,23.4,nM
CC(CCc1ccc(c(F)c1)-c1ccc(N)nc1)(C(=O)NO)S(C)(=O)=O,IC50,23.5,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(C(=O)CCCN(C)C)cc2)cc3)on4,IC50,24.2,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(CCCCC(=O)O)cc2)cc3)on4,IC50,24.4,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CC(CC(=O)O)C4)nc3)cc2)on1,IC50,24.5,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CC(CO)C4)nc3)cc2)on1,IC50,24.6,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCOCC4)cc3)cc2)no1,IC50,24.9,nM
Cn1ccnc1[C@H](O)[C@](C)(OCc1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,25,nM
CNC(=O)C(C)(N(C)C(=O)c1ccc(cc1)C#Cc1coc(COC)c1)C(=O)NO,IC50,25,nM
Cn1nncc1[C@H](O)[C@](C)(OCc1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,26,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)C#Cc1ccc(N)cc1)C(=O)NO,IC50,26,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CC[C@@H](O)C2)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,26,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(N4CCC(O)CC4)cc3)cc2)on1,IC50,26.3,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(CCCCO)nc2)cc3)on4,IC50,26.4,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(C(=O)CCC(C)(C)O)cc2)cc3)on4,IC50,26.6,nM
ONC(=O)[C@@H]1CN(C(=O)O1)c1ccc(C#CC#CC2CC2)c(c1)[N+]([O-])=O,IC50,27,nM
CC(O)c1nccn1CCCc1ccc(cc1)-c1ccccc1,IC50,27,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3cccnc3)cc2)on1,IC50,27.1,nM
C[C@@H](O)[C@H](NC1CN(C)Cc2cc(ccc12)C#Cc1ccccc1)C(=O)NO,IC50,28,nM
CCOCC[C@H](O)[C@](C)(OCc1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,28,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(Cn4cccn4)cc3)cc2)on1,IC50,28.1,nM
C[C@@H](O)[C@@H](N1Cc2cc(ccc2C1=O)-c1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,29,nM
OCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CCN[C@H]2CCOC2)cc1,IC50,30,nM
OCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN[C@@H]2CCN(C2)C(=O)CO)cc1,IC50,30,nM
CNC(=O)C(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,30,nM
COCCNCc1ccc(cc1)C#Cc1ccc(cc1)C(CO)Cc1nc[nH]c(=O)c1O,IC50,30,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1)C(=O)NO,IC50,30,nM
OCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CNC2CCS(=O)C2)cc1,IC50,30,nM
OCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN2CCNCC2)cc1,IC50,30,nM
OCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CNC2CCS(=N)(=O)C2)cc1,IC50,30,nM
NC1(Cc2ccc(cc2)C#Cc2ccc(cc2)C(CO)Cc2nc[nH]c(=O)c2O)CCOCC1,IC50,30,nM
COC1CN(CC(Cc2nc[nH]c(=O)c2O)c2ccc(cc2)C#Cc2ccc(CN3CCOCC3)cc2)C1,IC50,30,nM
COC1CN(Cc2ccc(cc2)C#Cc2ccc(cc2)C(CNCC(C)F)Cc2nc[nH]c(=O)c2O)C1,IC50,30,nM
COC1CN(Cc2ccc(cc2)C#Cc2ccc(cc2)C(CN[C@@H](C)CF)Cc2nc[nH]c(=O)c2O)C1,IC50,30,nM
Cc1cn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(=O)cc1-c1ccccc1,IC50,30,nM
COC[C@@H](Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN[C@@H]2CCNC2)cc1,IC50,30,nM
OCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN2CCC(CC2)NC(=O)CO)cc1,IC50,30,nM
COC[C@@H](Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN[C@H]2CCNC2)cc1,IC50,30,nM
CS(=O)(=O)N[C@@H](Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(cc1)C1(O)CCNCC1,IC50,30,nM
CS(=O)(=O)N[C@@H](Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN2CCNC[C@H]2CO)cc1,IC50,30,nM
C[C@@H](CF)NCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,IC50,30,nM
Cn1cc(cn1)C#Cc1ccc(cc1)C(CNCCF)Cc1nc[nH]c(=O)c1O,IC50,30,nM
OCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1cnn(CC2CCOCC2)c1,IC50,30,nM
NC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1cnn(c1)C1COC1,IC50,30,nM
OCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1cnn(c1)C1CCOCC1,IC50,30,nM
Oc1c(CC2CCc3cc(ccc23)C#Cc2ccc(CN3CCOCC3)cc2)nc[nH]c1=O,IC50,30,nM
Oc1c(CC2NC(=O)c3cc(ccc23)C#Cc2ccc(CN3CCOCC3)cc2)nc[nH]c1=O,IC50,30,nM
OCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN2CCC(CC2)NC(=O)CO)cc1,IC50,30,nM
OCC(Cc1nc[nH]c(=O)c1O)n1ccc(cc1=O)C#Cc1ccc(CN2CCOCC2)cc1,IC50,30,nM
CC(F)CNCC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CCN2CCOCC2)cc1,IC50,30,nM
NC[C@H]1CCCN1Cc1ccc(cc1)C#Cc1ccc(cc1)C(CO)Cc1nc[nH]c(=O)c1O,IC50,30,nM
NC(Cc1nc[nH]c(=O)c1O)c1ccc(cc1)C#Cc1ccc(CN[C@@H]2CCOC2)cc1,IC50,30,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CCN(C)CC2)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,30,nM
COC(=O)C(Cc1nc[nH]c(=O)c1O)N1Cc2cc(cn2C1=O)C#Cc1ccc(CN2CCOCC2)cc1,IC50,30,nM
COC1CCN(Cc2ccc(cc2)C#Cc2ccc(cc2)C(N)Cc2nc[nH]c(=O)c2O)CC1,IC50,30,nM
Oc1c(CC(CN2CCC2)c2ccc(cc2)C#Cc2ccc(CN3CCOCC3)cc2)nc[nH]c1=O,IC50,30,nM
CCCc1cc(cc(c1OC)OC)C2=N[C@H](CO2)C(=O)NO,IC50,30,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccncc3)cc2)on1,IC50,30.4,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCC(O)C(F)(F)C4)cc3)cc2)on1,IC50,31.9,nM
CNC(=O)C(N(C)C(=O)c1ccc(\C=C\C#Cc2ccc(CNC3CC3)cc2)cc1)C(=O)NO,IC50,33,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(C(=O)CCCC(=O)O)cc2)cc3)on4,IC50,33.1,nM
C[C@@H](O)[C@H](NC(=O)c1ccc(cc1)-c1ccc(Br)cc1)C(=O)NO,KD,33.2,nM
N[C@H](CO)C(=O)N1CCC(Cc2ccc(cc2)C#Cc2ccccc2)CC1,IC50,34,nM
C[C@@H](O)[C@@H](NC(=O)N1CCC(C1)c1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,36,nM
CCC(=O)c4ccc(C#Cc3ccc(c2cc(Cn1ccnc1[C@H](C)O)no2)cc3)cc4,IC50,36.7,nM
ON(CCc1nnn2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)C=O,IC50,37,nM
CCCCc1ccc(cc1)C(=O)N[C@@H]([C@@H](C)N)C(=O)NO,IC50,37.5,nM
C[C@@](CCn1ccc(cc1=O)-c1ccncc1)(C(=O)NO)S(C)(=O)=O,IC50,39,nM
CC#CCOc1ccc(cc1)C(=O)N[C@@H]([C@@H](N)C(F)(F)F)C(=O)NO,IC50,39,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CCN(CCO)CC2)cc1)N[C@H](C(=O)NO)C(C)(C)O,IC50,41,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(OC4CCC(C(=O)O)CC4)cc3)cc2)on1,IC50,42.5,nM
CC(CCc1ccc(OCCCOc2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O,IC50,42.5,nM
ON(CCn1nnc2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)C=O,IC50,44,nM
ON(CCn1ccc2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)C=O,IC50,45,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(cc1)C#Cc1ccc(CNC2COC2)cc1)C(=O)NO,IC50,46,nM
CC(=O)c1ccc(C#Cc2ccc(-c3cc(Cn4ccnc4[C@H](C)O)no3)cc2)cn1,IC50,46.8,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(CCCC(=O)O)nc2)cc3)on4,IC50,47.9,nM
CC(O)c1nccn1Cc1cc(on1)C#Cc1ccccc1,IC50,48,nM
CC(CCc1ccc(nc1)-c1ccccc1)(C(=O)NO)S(C)(=O)=O,IC50,49,nM
CCCc1cc(cc(c1OC)OC)C2=N[C@H](CO2)C(=O)NO,KI,50,nM
CCCc1cccc(c1)C1=N[C@H](CO1)C(=O)NO,IC50,50,nM
COC(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,50,nM
NC1CN(C(=O)N2C[C@H](NC(=O)[C@@H]3C[C@H](F)CN3)C[C@@H]2C(=O)NCc2ccc(C#CC#CC3CC3)cc2)C1,IC50,50,nM
CCCc1cccc(c1)C1=N[C@H](CO1)C(=O)NO,IC50,50,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#Cc2ccccc2)cc1,IC50,50,nM
CCCc1cc(cc(OC)c1OC)C1=NC(CO1)C(=O)NO,IC50,50,nM
O=C(NC[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H](F)CN2)CN1C(=O)C1CC1)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,50,nM
CNC(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,50,nM
C[C@@H](O)[C@@H](N1Cc2cc(ccc2C1=O)-c1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,50,nM
O=C(NC[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H](F)CN2)CN1C(=O)C1CC1)c1ccc(C#Cc2ccccc2)cc1,IC50,50,nM
O=C(N[C@@H]1C[C@H](C(=O)NCc2ccc(C#Cc3ccc(CN4CCOCC4)cc3)cc2)N(C(=O)OC2CC2)C1)[C@@H]1C[C@H](F)CN1,IC50,50,nM
CCCc1cc(cc(c1OC)OC)C2=N[C@H](CO2)C(=O)NO,KI,50,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,50,nM
O=C(N[C@@H]1C[C@H](C(=O)NCc2ccc(C#Cc3ccc(CN4CCOCC4)cc3)cc2)N(C(=O)C2CC2)C1)[C@@H]1C[C@H](F)CN1,IC50,50,nM
CS(=O)(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,50,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,50,nM
CN(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,50,nM
CCCC(N[C@@H]([C@@H](C)O)C(=O)NO)c1ccc(cc1)C#Cc1ccccc1,IC50,50,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1CNC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,50,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@@H](C#N)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,50,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@H]2NCC[C@@H]2O)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,50,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@H]2NCC[C@@H]2O)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,50,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,50,nM
COC(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,50,nM
O=C(NC[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H](F)CN2)CN1C(=O)C1CC1)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)c(F)c1,IC50,50,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](C#N)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,50,nM
CCCc1cc(cc(c1OC)OC)C2=N[C@H](CO2)C(=O)NO,KI,50,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](C#N)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,50,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3cccc(OCC#N)c3)cc2)on1,IC50,50.8,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CC[C@@H](O)C2)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,51,nM
C[C@](OCc1ccc(cc1)-c1ccccc1)([C@@H](O)c1ccccc1)C(=O)NO,IC50,51,nM
CC(O)c1nccn1CCCc1ccc(cc1)C#Cc1ccccc1,IC50,52,nM
CC(CCc1ccc(nc1O)-c1ccccc1)(C(=O)NO)S(C)(=O)=O,IC50,53,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CCN(C)CC2)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,53,nM
COc1cccc(c1)-c1ccc(CC[C@](C)(C(=O)NO)S(C)(=O)=O)cc1,IC50,54,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(S(N)(=O)=O)cc3)cc2)on1,IC50,54.7,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(\C=C\c2ccc(CN3CCOCC3)cc2)cc1)C(=O)NO,IC50,55,nM
C[C@@](CCn1ccc(nc1=O)-c1ccccc1)(C(=O)NO)S(C)(=O)=O,IC50,57,nM
C[C@@H](O)[C@H](NC(=O)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1)C(=O)NO,IC50,58,nM
OCCCC#CC#Cc1ccc(cc1)N1C[C@H](OC1=O)C(=O)NO,IC50,58,nM
c1ccc(cc1)C#CC#Cc2ccc(cc2)C(=O)N[C@@H](CN)C(=O)NO,KD,58.6,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(CN4CCOCC4)cc3)cn2)no1,IC50,58.6,nM
CCCC(N[C@@H]([C@@H](C)O)C(=O)NO)c1ccc(cc1)C#Cc1ccccc1,IC50,60,nM
C[C@@](CCn1ccc(cc1=O)-c1ccccn1)(C(=O)NO)S(C)(=O)=O,IC50,60,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(OCCCN4CCOCC4)cc3)cc2)on1,IC50,61.2,nM
C[C@@H](O)[C@@H](NC(=O)N1CCN(CC1)c1ccc(cc1)C#Cc1cccnc1)C(=O)NO,IC50,63,nM
ON(CCCc1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1)C=O,IC50,63,nM
[H][C@@]1(CCc2cc(ccc12)C#Cc1ccc(CN2CC(O)C2)cc1)N[C@@H]([C@@H](C)O)C(=O)NO,IC50,63,nM
ON(CCn1ncc2cc(ccc12)C#Cc1ccc(CN2CCOCC2)cc1)C=O,IC50,64,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(N4CCN(C)CC4)cc3)cc2)on1,IC50,64.6,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(OCCN4CCOCC4)cc3)cc2)on1,IC50,64.9,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3cccc(C(N)=O)c3)cc2)on1,IC50,65.1,nM
OC[C@@H](OCC(=O)NO)c1ccc(cc1)C#Cc1ccccc1,KI,66,nM
C[C@@H](O)[C@H](NCc1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,67,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(NC4CCOCC4)cc3)cc2)on1,IC50,67.9,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(C(=O)N4CC(O)C4)cc3)cc2)on1,IC50,68.3,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccccc3C(=O)O)cc2)on1,IC50,68.9,nM
CC(C)(C)c1ccn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(=O)c1,IC50,69,nM
CC(=O)c1ccc(C#Cc2ccc(-c3cc(Cn4ccnc4[C@H](C)O)no3)cc2)cc1,IC50,71.7,nM
CC(C)[C@H](O)[C@](C)(OCc1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,72,nM
C[C@@](CCn1ncc(cc1=O)-c1ccccc1)(C(=O)NO)S(C)(=O)=O,IC50,72,nM
C[C@@H](O)[C@H](NC(C)c1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,72,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(N4CCOCC4)cc3)cc2)on1,IC50,72.3,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccccc3)cc2)on1,IC50,73.1,nM
C[C@H](O)c1nccn1Cc4cc(c3ccc(C#Cc2ccc(CCCC(N)=O)nc2)cc3)on4,IC50,74.2,nM
C[C@@H](O)[C@H](NC(=O)c1ccc(cc1)-c1ccccc1)C(=O)NO,KD,74.5,nM
C[C@@H](CN)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,75,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,75,nM
CNCc1ccc(cc1)C#Cc1ccc(cc1)C(CO)Cc1nc[nH]c(=O)c1O,IC50,75,nM
Oc1c(CC(CNCCF)c2ccc(cc2)C#Cc2cnn(c2)C2COC2)nc[nH]c1=O,IC50,75,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2CC(F)(F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,75,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2CC(F)(F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,75,nM
O=C(O)CN1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,75,nM
NCCC(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,75,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2CCCN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1,IC50,75,nM
CC(C)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#Cc2ccccc2)cc1,IC50,75,nM
CNCCC(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,75,nM
N[C@H]1C[C@H](C(=O)N2C[C@H](NC(=O)[C@@H]3C[C@H](F)CN3)C[C@@H]2C(=O)NCc2ccc(C#CC#CC3CC3)cc2)C1,IC50,75,nM
Cc1cc(C#Cc2ccc(CN3CCOCC3)cc2)ccc1C(=O)NC[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H](F)CN2)CN1C(=O)C1CC1,IC50,75,nM
NCCCC(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,75,nM
O=C(NC[C@H]1C[C@@H](NC(=O)[C@@H]2C[C@H](F)CN2)CN1C(=O)C1CC1)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1Cl,IC50,75,nM
C[C@H](CN)C(=O)N1C[C@H](NC(=O)[C@@H]2C[C@H](F)CN2)C[C@@H]1C(=O)NCc1ccc(C#CC#CC2CC2)cc1,IC50,75,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(C(C)(C)N4CCOCC4)cc3)cc2)on1,IC50,76.5,nM
N#Cc1ccc(C#Cc2ccc(-c3cc(Cn4ccnc4[C@H](C)O)no3)cc2)cn1,IC50,77.1,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)C#C\C=C\c1ccc(CNC2CC2)cc1)C(=O)NO,IC50,78,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(cc1)C#Cc1ccc(CCN2CCOCC2)cc1)C(=O)NO,IC50,78,nM
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#Cc3ccc(Cn4ccnc4)cc3)cc2)on1,IC50,78.5,nM
CC(C)(NS(C)(=O)=O)[C@H](NC(=O)c1ccc(cc1)-c1cc2ccc(F)cc2o1)C(=O)NO,IC50,79,nM
CC(C)(NS(C)(=O)=O)[C@H](NC(=O)c1ccc(cc1)-c1cc2ccccc2o1)C(=O)NO,IC50,81,nM
CC#CCOc1ccc(cc1)C(=O)N[C@@H](C(=O)NO)C(C)(C)N,IC50,81.4,nM
Cc1cccc(C)c1-c1ccn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(=O)c1,IC50,87,nM
CNC(=O)[C@](C)(N(C)C(=O)c1ccc(cc1)C#Cc1coc(CNC2CC2)c1)C(=O)NO,IC50,88,nM
C[C@@](CCc1ccc(cc1)-c1ccc(OP(O)(O)=O)cc1)(C(=O)NO)S(C)(=O)=O,IC50,88.1,nM
CCCC[C@H](O)[C@](C)(OCc1ccc(cc1)-c1ccccc1)C(=O)NO,IC50,90,nM
CC(O)c1nccn1Cc1ccc(cc1)C#Cc1ccccc1,IC50,93,nM
OC[C@@H](OCC(=O)NO)c1ccc(cc1)C#Cc1ccc(CN2CCOCC2)cc1,KI,95,nM
C[C@@H](O)[C@H](NC(C)c1ccc(cc1)C#Cc1ccccc1)C(=O)NO,IC50,96,nM
ONC(=O)C1(CCCCC1)NC(=O)c1ccc(cc1)C#Cc1ccccc1,IC50,98,nM
CCc1ccc(cc1)-c1ccc(cc1)C(=O)N[C@@H]([C@@H](C)Nc1cccnc1)C(=O)NO,IC50,98,nM
C[C@H](O)c1nccn1Cc1coc(-c2ccc(C#Cc3ccc(CN4CCC(O)CC4)cc3)cc2)n1,IC50,98.9,nM
Cc1ccn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(=O)c1,IC50,100,nM
C[C@@](CCn1ccc(cc1=O)-c1cccnc1)(C(=O)NO)S(C)(=O)=O,IC50,100,nM
CCCc1cc(cc(O)c1OC)C1=NC(CO1)C(=O)NO,IC50,100,nM
CC(CCc1ncc(cn1)-c1ccccc1)(C(=O)NO)S(C)(=O)=O,IC50,100,nM
CNC(=O)C(N(C)C(=O)c1ccc(cc1)C#Cc1ccc(CNC2CC2)cc1)C(=O)NO,IC50,100,nM
CCCc1ccc(cc1)C1=N[C@H](CO1)C(=O)NO,IC50,100,nM
CC(C)(NS(C)(=O)=O)[C@H](NC(=O)c1ccc(cc1)-c1cc2cc(F)ccc2o1)C(=O)NO,IC50,100,nM
[H][C@@]12CN(CCCC(O)=O)C[C@]1([H])[C@H]2C#Cc1ccc(cc1)-c1cc(Cn2ccnc2[C@H](C)O)no1,IC50,101,nM
